,V1,V2,V3,V4,V5
112,0.278820073,0.595203674,0.506690333,0.21376281,0.653667611
113,0.243914345,0.512949536,0.026775187,0.115184827,0.733205247
114,0.487050464,0.756085655,0.115184827,0.026775187,0.266794753
115,0.326454417,0.144960128,0.461878018,0.653229786,0.836936189
116,0.855039872,0.673545583,0.653229786,0.461878018,0.163063811
117,0.031292118,0.552125367,0.604990384,0.498610333,0.624615951
118,0.447874633,0.968707882,0.498610333,0.604990384,0.375384049
119,0.764436029,0.352775307,0.479262199,0.482340032,0.2826156
120,0.647224693,0.235563971,0.482340032,0.479262199,0.7173844
121,0.351739176,0.942483948,0.245274744,0.011274388,0.042618555
122,0.057516052,0.648260824,0.011274388,0.245274744,0.957381445
123,0.788512363,0.346033347,0.42418514,0.49621218,0.065165622
124,0.653966653,0.211487637,0.49621218,0.42418514,0.934834378
125,0.907266998,0.199846547,0.021155842,0.05419503,0.688783766
126,0.800153453,0.092733002,0.05419503,0.021155842,0.311216234
127,0.043821685,0.82720629,0.030059301,0.685753493,0.089846255
128,0.17279371,0.956178315,0.685753493,0.030059301,0.910153745
129,0.115688252,0.688029986,0.118273671,0.029585861,0.609738056
130,0.311970014,0.884311748,0.029585861,0.118273671,0.390261944
131,0.989936575,0.829692625,0.406105856,0.289074342,0.66209688
132,0.170307375,0.010063425,0.289074342,0.406105856,0.33790312
133,0.888654161,0.162750503,0.312262168,0.638658226,0.169157758
134,0.837249497,0.111345839,0.638658226,0.312262168,0.830842242
135,0.924489942,0.661202505,0.27892926,0.441539109,0.352632369
136,0.338797495,0.075510058,0.441539109,0.27892926,0.647367631
137,0.530754006,0.768807731,0.447714314,0.599752814,0.368882736
138,0.231192269,0.469245994,0.599752814,0.447714314,0.631117264
139,0.061564578,0.952233012,0.440621523,0.089602082,0.864211441
140,0.047766988,0.938435422,0.089602082,0.440621523,0.135788559
141,0.332928059,0.555103868,0.226915566,0.146716357,0.316121358
142,0.444896132,0.667071941,0.146716357,0.226915566,0.683878642
143,0.914746508,0.820502941,0.607882921,0.605730577,0.51373676
144,0.179497059,0.085253492,0.605730577,0.607882921,0.48626324
145,0.442336917,0.083109858,0.426016045,0.431696493,0.537364957
146,0.916890142,0.557663083,0.431696493,0.426016045,0.462635043
147,0.70461618,0.480004461,0.135869079,0.64945861,0.869830214
148,0.519995539,0.29538382,0.64945861,0.135869079,0.130169786
149,0.213861324,0.018186054,0.474090961,0.246610145,0.075811374
150,0.981813946,0.786138676,0.246610145,0.474090961,0.924188626
151,0.624585218,0.736341266,0.298982948,0.070685457,0.467559002
152,0.263658734,0.375414782,0.070685457,0.298982948,0.532440998
153,0.291283841,0.717469046,0.597753126,0.658541237,0.738841423
154,0.282530954,0.708716159,0.658541237,0.597753126,0.261158577
155,0.763398554,0.835171064,0.417172641,0.517986367,0.858825641
156,0.164828936,0.236601446,0.517986367,0.417172641,0.141174359
157,0.865931695,0.448221561,0.488746102,0.487616146,0.598481138
158,0.551778439,0.134068305,0.487616146,0.488746102,0.401518862
159,0.439612167,0.559245521,0.544546644,0.051214202,0.604502282
160,0.440754479,0.560387833,0.051214202,0.544546644,0.395497718
161,0.150317016,0.90969941,0.476421232,0.007028274,0.805992655
162,0.09030059,0.849682984,0.007028274,0.476421232,0.194007345
163,0.111320733,0.083745738,0.429178919,0.309711234,0.370519768
164,0.916254262,0.888679267,0.309711234,0.429178919,0.629480232
165,0.008793658,0.228910238,0.364066206,0.653980932,0.477380514
166,0.771089762,0.991206342,0.653980932,0.364066206,0.522619486
167,0.764114888,0.345979656,0.605099869,0.532268864,0.227913359
168,0.654020344,0.235885112,0.532268864,0.605099869,0.772086641
169,0.494268579,0.094029138,0.19857226,0.426675633,0.574482996
170,0.905970862,0.505731421,0.426675633,0.19857226,0.425517004
171,0.760774316,0.490669609,0.625461583,0.151932003,0.464527877
172,0.509330391,0.239225684,0.151932003,0.625461583,0.535472123
173,0.016068948,0.291405532,0.029431921,0.594482614,0.030615697
174,0.708594468,0.983931052,0.594482614,0.029431921,0.969384303
175,0.410501285,0.102735701,0.513653122,0.332765198,0.990513425
176,0.897264299,0.589498715,0.332765198,0.513653122,0.009486575
177,0.073306148,0.909526821,0.527178945,0.570273154,0.944430823
178,0.090473179,0.926693852,0.570273154,0.527178945,0.055569177
179,0.530760336,0.885069786,0.304959705,0.6531462,0.188327492
180,0.114930214,0.469239664,0.6531462,0.304959705,0.811672508
181,0.51777215,0.418204315,0.352524552,0.454935117,0.967399389
182,0.581795685,0.48222785,0.454935117,0.352524552,0.032600611
183,0.069599101,0.643579772,0.214472286,0.446852472,0.823900226
184,0.356420228,0.930400899,0.446852472,0.214472286,0.176099774
185,0.373792454,0.31904557,0.174681566,0.268293926,0.764504996
186,0.68095443,0.626207546,0.268293926,0.174681566,0.235495004
187,0.875241791,0.538104636,0.440444068,0.429106833,0.066062617
188,0.461895364,0.124758209,0.429106833,0.440444068,0.933937383
189,0.15171155,0.575840871,0.036805036,0.04882865,0.488879138
190,0.424159129,0.84828845,0.04882865,0.036805036,0.511120862
191,0.527809322,0.968753262,0.63806267,0.069537168,0.967750794
192,0.031246738,0.472190678,0.069537168,0.63806267,0.032249206
193,0.041132926,0.568732681,0.679689156,0.121463113,0.835944488
194,0.431267319,0.958867074,0.121463113,0.679689156,0.164055512
195,0.467130448,0.344261951,0.229864655,0.329273304,0.247656379
196,0.655738049,0.532869552,0.329273304,0.229864655,0.752343621
197,0.584711852,0.113781675,0.474296178,0.687954661,0.534993585
198,0.886218325,0.415288148,0.687954661,0.474296178,0.465006415
199,0.307766111,0.257672501,0.382840737,0.039081822,0.468549284
200,0.742327499,0.692233889,0.039081822,0.382840737,0.531450716
201,0.372198376,0.043824815,0.491915476,0.455876244,0.249855723
202,0.956175185,0.627801624,0.455876244,0.491915476,0.750144277
203,0.571628964,0.492882562,0.543216144,0.374535634,0.088001532
204,0.507117438,0.428371036,0.374535634,0.543216144,0.911998468
205,0.215941608,0.063168088,0.361702748,0.349080883,0.120486082
206,0.936831912,0.784058392,0.349080883,0.361702748,0.879513918
207,0.364451949,0.772497783,0.509379142,0.674106641,0.740141968
208,0.227502217,0.635548051,0.674106641,0.509379142,0.259858032
209,0.097914955,0.995633524,0.222190074,0.275682937,0.55322525
210,0.004366476,0.902085045,0.275682937,0.222190074,0.44677475
211,0.174878479,0.861052448,0.206423939,0.165417425,0.497391172
212,0.138947552,0.825121521,0.165417425,0.206423939,0.502608828
213,0.506588234,0.014326561,0.349639954,0.020977801,0.163607188
214,0.985673439,0.493411766,0.020977801,0.349639954,0.836392812
215,0.455058039,0.403961056,0.243500991,0.460456182,0.463471476
216,0.596038944,0.544941961,0.460456182,0.243500991,0.536528524
217,0.025094569,0.492303208,0.618912293,0.67945255,0.597646852
218,0.507696792,0.974905431,0.67945255,0.618912293,0.402353148
219,0.614548999,0.218126434,0.63600608,0.502794057,0.741834055
220,0.781873566,0.385451001,0.502794057,0.63600608,0.258165945
221,0.592981284,0.726481121,0.256756967,0.356918001,0.377663216
222,0.273518879,0.407018716,0.356918001,0.256756967,0.622336784
223,0.376672531,0.922019441,0.687517258,0.677368391,0.236297275
224,0.077980559,0.623327469,0.677368391,0.687517258,0.763702725
225,0.553043486,0.63465897,0.634554495,0.25638774,0.772985513
226,0.36534103,0.446956514,0.25638774,0.634554495,0.227014487
227,0.565206157,0.146967252,0.608193966,0.403494849,0.344252183
228,0.853032748,0.434793843,0.403494849,0.608193966,0.655747817
229,0.736429156,0.084925323,0.496617275,0.141449248,0.705565481
230,0.915074677,0.263570844,0.141449248,0.496617275,0.294434519
231,0.740582499,0.336409246,0.134075874,0.194641038,0.997864848
232,0.663590754,0.259417501,0.194641038,0.134075874,0.002135152
233,0.717815066,0.045375202,0.37104846,0.322347297,0.755702385
234,0.954624798,0.282184934,0.322347297,0.37104846,0.244297615
235,0.046861283,0.96319107,0.392717338,0.454649913,0.496591006
236,0.03680893,0.953138717,0.454649913,0.392717338,0.503408994
237,0.016225833,0.118264346,0.415015689,0.680082178,0.23823364
238,0.881735654,0.983774167,0.680082178,0.415015689,0.76176636
239,0.391907685,0.126016791,0.238867587,0.551395901,0.196015505
240,0.873983209,0.608092315,0.551395901,0.238867587,0.803984495
241,0.39922235,0.95159225,0.376483427,0.528729616,0.550838683
242,0.04840775,0.60077765,0.528729616,0.376483427,0.449161317
243,0.905020575,0.906850803,0.132082632,0.028358263,0.579073465
244,0.093149197,0.094979425,0.028358263,0.132082632,0.420926535
245,0.28757752,0.788305135,0.2834812,0.612061024,0.940467284
246,0.211694865,0.71242248,0.612061024,0.2834812,0.059532716
247,0.08301544,0.408794661,0.357168341,0.275097882,0.222722708
248,0.591205339,0.91698456,0.275097882,0.357168341,0.777277292
249,0.824674413,0.11685102,0.207792044,0.247149069,0.965194978
250,0.88314898,0.175325587,0.247149069,0.207792044,0.034805022
251,0.643091264,0.456694082,0.45339741,0.474793015,0.23213198
252,0.543305918,0.356908736,0.474793015,0.45339741,0.76786802
253,0.28510789,0.06156252,0.143900604,0.09970529,0.310674415
254,0.93843748,0.71489211,0.09970529,0.143900604,0.689325585
255,0.724670133,0.947535615,0.475023725,0.6005993,0.95198426
256,0.052464385,0.275329867,0.6005993,0.475023725,0.04801574
257,0.13116521,0.314720882,0.11170372,0.215919261,0.0846127
258,0.685279118,0.86883479,0.215919261,0.11170372,0.9153873
259,0.950232451,0.2487293,0.206506004,0.188805078,0.583173863
260,0.7512707,0.049767549,0.188805078,0.206506004,0.416826137
261,0.206436974,0.124942162,0.203281471,0.26047063,0.846346836
262,0.875057838,0.793563026,0.26047063,0.203281471,0.153653164
263,0.682289759,0.952614111,0.200642694,0.329331419,0.496027682
264,0.047385889,0.317710241,0.329331419,0.200642694,0.503972318
265,0.536011227,0.846270126,0.440703362,0.293272074,0.213563248
266,0.153729874,0.463988773,0.293272074,0.440703362,0.786436752
267,0.200363578,0.627592483,0.611008406,0.174157437,0.609949943
268,0.372407517,0.799636422,0.174157437,0.611008406,0.390050057
269,0.328134305,0.035245877,0.222236982,0.278416798,0.458400938
270,0.964754123,0.671865695,0.278416798,0.222236982,0.541599062
271,0.321220334,0.359507964,0.27992103,0.671026354,0.405827967
272,0.640492036,0.678779666,0.671026354,0.27992103,0.594172033
273,0.649332832,0.412624494,0.633660617,0.529295065,0.364971269
274,0.587375506,0.350667168,0.529295065,0.633660617,0.635028731
275,0.571441248,0.065758944,0.454988194,0.04162115,0.08202111
276,0.934241056,0.428558752,0.04162115,0.454988194,0.91797889
277,0.525106648,0.3156569,0.332561567,0.132494626,0.068898955
278,0.6843431,0.474893352,0.132494626,0.332561567,0.931101045
279,0.973066304,0.965953858,0.532219592,0.420534902,0.830114441
280,0.034046142,0.026933696,0.420534902,0.532219592,0.169885559
281,0.696499749,0.127331342,0.315453725,0.350116401,0.525650271
282,0.872668658,0.303500251,0.350116401,0.315453725,0.474349729
283,0.895209939,0.699031731,0.662522161,0.389204648,0.810657826
284,0.300968269,0.104790061,0.389204648,0.662522161,0.189342174
285,0.943225271,0.007896937,0.513639292,0.288775678,0.07617976
286,0.992103063,0.056774729,0.288775678,0.513639292,0.92382024
287,0.049414618,0.706946081,0.503698022,0.347260248,0.317791353
288,0.293053919,0.950585382,0.347260248,0.503698022,0.682208647
289,0.753931205,0.534021163,0.593937186,0.640310161,0.704262781
290,0.465978837,0.246068795,0.640310161,0.593937186,0.295737219
291,0.197620301,0.753378387,0.23716822,0.520864157,0.495818493
292,0.246621613,0.802379699,0.520864157,0.23716822,0.504181507
293,0.5949185,0.562228991,0.266882583,0.679955606,0.289688094
294,0.437771009,0.4050815,0.679955606,0.266882583,0.710311906
295,0.056064042,0.271303398,0.20745262,0.26074853,0.916793443
296,0.728696602,0.943935958,0.26074853,0.20745262,0.083206557
297,0.783013365,0.202959743,0.062245226,0.685263956,0.238887319
298,0.797040257,0.216986635,0.685263956,0.062245226,0.761112681
299,0.051307132,0.44502917,0.329165016,0.586372958,0.240266093
300,0.55497083,0.948692868,0.586372958,0.329165016,0.759733907
301,0.479448032,0.865418224,0.539326527,0.373351567,0.441668782
302,0.134581776,0.520551968,0.373351567,0.539326527,0.558331218
303,0.989872475,0.227376804,0.176423976,0.532171582,0.619846985
304,0.772623196,0.010127525,0.532171582,0.176423976,0.380153015
305,0.997592066,0.497087457,0.208000437,0.261199118,0.883909801
306,0.502912543,0.002407934,0.261199118,0.208000437,0.116090199
307,0.711294804,0.70281787,0.019477327,0.422035339,0.88554653
308,0.29718213,0.288705196,0.422035339,0.019477327,0.11445347
309,0.788163987,0.433806572,0.527072351,0.52586817,0.470356123
310,0.566193428,0.211836013,0.52586817,0.527072351,0.529643877
311,0.076893083,0.264621845,0.08076384,0.489432068,0.58707266
312,0.735378155,0.923106917,0.489432068,0.08076384,0.41292734
313,0.504834934,0.021506341,0.483216387,0.380789208,0.693352493
314,0.978493659,0.495165066,0.380789208,0.483216387,0.306647507
315,0.797194604,0.988499978,0.424499022,0.325190576,0.360416009
316,0.011500022,0.202805396,0.325190576,0.424499022,0.639583991
317,0.118263932,0.614655362,0.43469335,0.076827685,0.018178707
318,0.385344638,0.881736068,0.076827685,0.43469335,0.981821293
319,0.731893435,0.645007155,0.132757401,0.383720564,0.803149283
320,0.354992845,0.268106565,0.383720564,0.132757401,0.196850717
321,0.395451756,0.257479874,0.627359559,0.428266145,0.088993816
322,0.742520126,0.604548244,0.428266145,0.627359559,0.911006184
323,0.809085062,0.069124803,0.423556838,0.091645796,0.416856081
324,0.930875197,0.190914938,0.091645796,0.423556838,0.583143919
325,0.27597738,0.73222488,0.390044487,0.298100539,0.620777236
326,0.26777512,0.72402262,0.298100539,0.390044487,0.379222764
327,0.511981163,0.034759477,0.616559127,0.623870126,0.956894965
328,0.965240523,0.488018837,0.623870126,0.616559127,0.043105035
329,0.115913189,0.449844269,0.690059254,0.423261168,0.615938584
330,0.550155731,0.884086811,0.423261168,0.690059254,0.384061416
331,0.226354157,0.750977285,0.294307577,0.443679614,0.537732655
332,0.249022715,0.773645843,0.443679614,0.294307577,0.462267345
333,0.160335691,0.798886333,0.299484539,0.28418031,0.459377758
334,0.201113667,0.839664309,0.28418031,0.299484539,0.540622242
335,0.300222688,0.902998142,0.451344243,0.673341967,0.809795951
336,0.097001858,0.699777312,0.673341967,0.451344243,0.190204049
337,0.315573724,0.834276616,0.640719237,0.497881889,0.994219404
338,0.165723384,0.684426276,0.497881889,0.640719237,0.005780596
339,0.984172471,0.233048523,0.532632067,0.054834425,0.562883827
340,0.766951477,0.015827529,0.054834425,0.532632067,0.437116173
341,0.163719047,0.625611478,0.400042589,0.43814144,0.853666106
342,0.374388522,0.836280953,0.43814144,0.400042589,0.146333894
343,0.540354024,0.358872844,0.57921136,0.304416069,0.710088645
344,0.641127156,0.459645976,0.304416069,0.57921136,0.289911355
345,0.854036245,0.938253723,0.234106498,0.481396549,0.957428231
346,0.061746277,0.145963755,0.481396549,0.234106498,0.042571769
347,0.870058757,0.629236039,0.362152149,0.250312934,0.808346414
348,0.370763961,0.129941243,0.250312934,0.362152149,0.191653586
349,0.663591618,0.855403286,0.385285044,0.218391254,0.850775677
350,0.144596714,0.336408382,0.218391254,0.385285044,0.149224323
351,0.066055891,0.311831185,0.350472713,0.051908141,0.701967824
352,0.688168815,0.933944109,0.051908141,0.350472713,0.298032176
353,0.198672932,0.199584634,0.585985894,0.041009927,0.442607951
354,0.800415366,0.801327068,0.041009927,0.585985894,0.557392049
355,0.973287776,0.308803719,0.545950366,0.022363632,0.099987017
356,0.691196281,0.026712224,0.022363632,0.545950366,0.900012983
357,0.630256614,0.819316357,0.483300355,0.627565605,0.194533064
358,0.180683643,0.369743386,0.627565605,0.483300355,0.805466936
359,0.290595552,0.849930109,0.47027393,0.22574811,0.887657723
360,0.150069891,0.709404448,0.22574811,0.47027393,0.112342277
361,0.340647829,0.891817136,0.382862678,0.163504314,0.707620937
362,0.108182864,0.659352171,0.163504314,0.382862678,0.292379063
363,0.98891032,0.447850576,0.31393186,0.133028668,0.715406382
364,0.552149424,0.01108968,0.133028668,0.31393186,0.284593618
365,0.605698654,0.119372955,0.239128834,0.120760237,0.196627625
366,0.880627045,0.394301346,0.120760237,0.239128834,0.803372375
367,0.329378832,0.053827732,0.426841912,0.430986799,0.76376632
368,0.946172268,0.670621168,0.430986799,0.426841912,0.23623368
369,0.062854049,0.619673184,0.528940161,0.586404349,0.623600525
370,0.380326816,0.937145951,0.586404349,0.528940161,0.376399475
371,0.118789911,0.599154695,0.260235616,0.169728848,0.830470292
372,0.400845305,0.881210089,0.169728848,0.260235616,0.169529708
373,0.285566802,0.096489278,0.516052868,0.198874847,0.49033474
374,0.903510722,0.714433198,0.198874847,0.516052868,0.50966526
375,0.050838586,0.172586253,0.331831902,0.369105177,0.016186358
376,0.827413747,0.949161414,0.369105177,0.331831902,0.983813642
377,0.705048084,0.592873806,0.406842663,0.484966535,0.228903728
378,0.407126194,0.294951916,0.484966535,0.406842663,0.771096272
379,0.684979063,0.71086542,0.044942134,0.640299931,0.909365551
380,0.28913458,0.315020937,0.640299931,0.044942134,0.090634449
381,0.438995203,0.091584222,0.528818955,0.046932398,0.855706363
382,0.908415778,0.561004797,0.046932398,0.528818955,0.144293637
383,0.84256448,0.190241368,0.383146184,0.167843175,0.684236596
384,0.809758632,0.15743552,0.167843175,0.383146184,0.315763404
385,0.529962482,0.128157633,0.209359748,0.118300245,0.890946548
386,0.871842367,0.470037518,0.118300245,0.209359748,0.109053452
387,0.271155191,0.682118958,0.31418945,0.315372114,0.023834214
388,0.317881042,0.728844809,0.315372114,0.31418945,0.976165786
389,0.100974701,0.000576732,0.41160451,0.58292488,0.541843973
390,0.999423268,0.899025299,0.58292488,0.41160451,0.458156027
391,0.779200295,0.111397833,0.480340092,0.301538854,0.991810611
392,0.888602167,0.220799705,0.301538854,0.480340092,0.008189389
393,0.728794122,0.467835059,0.052024241,0.02743289,0.9807894
394,0.532164941,0.271205878,0.02743289,0.052024241,0.0192106
395,0.982565351,0.232016416,0.37094691,0.234866398,0.164540936
396,0.767983584,0.017434649,0.234866398,0.37094691,0.835459064
397,0.028121843,0.663590951,0.49255709,0.195350262,0.013334235
398,0.336409049,0.971878157,0.195350262,0.49255709,0.986665765
399,0.533772448,0.583765033,0.408664535,0.47899235,0.667331498
400,0.416234967,0.466227552,0.47899235,0.408664535,0.332668502
401,0.612584188,0.166830433,0.253149718,0.027513269,0.627698442
402,0.833169567,0.387415812,0.027513269,0.253149718,0.372301558
403,0.12886257,0.670151234,0.228592912,0.141212928,0.368284565
404,0.329848766,0.87113743,0.141212928,0.228592912,0.631715435
405,0.170501331,0.467597522,0.321328744,0.129544343,0.420690421
406,0.532402478,0.829498669,0.129544343,0.321328744,0.579309579
407,0.420502026,0.059437452,0.00031945,0.585340526,0.763426777
408,0.940562548,0.579497974,0.585340526,0.00031945,0.236573223
409,0.980796685,0.119546477,0.360568807,0.51786637,0.656258036
410,0.880453523,0.019203315,0.51786637,0.360568807,0.343741964
411,0.860091791,0.470650379,0.586550951,0.057749279,0.033957491
412,0.529349621,0.139908209,0.057749279,0.586550951,0.966042509
413,0.376756234,0.944307212,0.417906108,0.068660482,0.059133316
414,0.055692788,0.623243766,0.068660482,0.417906108,0.940866684
415,0.633000508,0.476355179,0.663550544,0.608621321,0.59144092
416,0.523644821,0.366999492,0.608621321,0.663550544,0.40855908
417,0.959949327,0.508320324,0.316391955,0.312884353,0.159658658
418,0.491679676,0.040050673,0.312884353,0.316391955,0.840341342
419,0.512010124,0.835127077,0.619033772,0.309185331,0.298303883
420,0.164872923,0.487989876,0.309185331,0.619033772,0.701696117
421,0.234798391,0.905246671,0.672146983,0.238587097,0.265586561
422,0.094753329,0.765201609,0.238587097,0.672146983,0.734413439
423,0.405485673,0.844833955,0.52039868,0.122682725,0.007336803
424,0.155166045,0.594514327,0.122682725,0.52039868,0.992663197
425,0.022336663,0.350269625,0.436083309,0.404197868,0.420852397
426,0.649730375,0.977663337,0.404197868,0.436083309,0.579147603
427,0.319981757,0.931696168,0.357875429,0.290974554,0.842154451
428,0.068303832,0.680018243,0.290974554,0.357875429,0.157845549
429,0.632078265,0.348602614,0.102620517,0.613488361,0.929334656
430,0.651397386,0.367921735,0.613488361,0.102620517,0.070665344
431,0.947748523,0.080731405,0.593173982,0.627170312,0.415407451
432,0.919268595,0.052251477,0.627170312,0.593173982,0.584592549
433,0.417691255,0.146975244,0.179171703,0.578414511,0.060452632
434,0.853024756,0.582308745,0.578414511,0.179171703,0.939547368
435,0.885661983,0.852498819,0.034729543,0.50220373,0.414782561
436,0.147501181,0.114338017,0.50220373,0.034729543,0.585217439
